timestamp,text,like_count,reply_count,author,trailer_id,sentiment_score,datetime,used_for_model,used_for_visualization
2013-12-23T18:51:10,Because of this trailer i don't need to watch it anymore,104,1,TheFreshPhotographer,lEtNIoPxcq8,0.0,2013-12-23 18:51:10,True,True
2013-12-23T18:58:06,Wtf is this crocodile Dundee (India edition),0,0,arthinugami,lEtNIoPxcq8,-0.5,2013-12-23 18:58:06,True,True
2013-12-23T19:04:39,Eat Pray Slum dog McGuire.,35,1,MildManNerd,lEtNIoPxcq8,0.0,2013-12-23 19:04:39,True,True
2013-12-23T19:08:31,السكسي,0,0,Ali Qirat,lEtNIoPxcq8,0.0,2013-12-23 19:08:31,True,True
2013-12-23T19:09:26,and he's driving a Porsche ?,0,0,Ali Qirat,lEtNIoPxcq8,0.0,2013-12-23 19:09:26,True,True
2013-12-23T19:09:42,"It's like OMG, right ?",0,0,Ali Qirat,lEtNIoPxcq8,0.2857142857142857,2013-12-23 19:09:42,True,True
2013-12-23T19:12:20,"ok now,i don't need to watch anymore...wtf?--'",26,2,Sharisflips,lEtNIoPxcq8,0.5,2013-12-23 19:12:20,True,True
2013-12-23T19:14:35,"He loses his job, sees girl next door, finds cricket on TV, goes to India, finds guys capable of Baseball, expects them to know the game, gets teased by other agents, guys go to pro trial, fails, he screams at his guys,, meets girl next door, she tells him they're only kids, he apologizes to his guys, takes them around, have fun, tells them they have another try out, the guys make it, kisses the girls, they're all a family, end of film. That was all I got out of the trailer.",77,1,James Logan,lEtNIoPxcq8,-0.09166666666666666,2013-12-23 19:14:35,True,True
2013-12-23T19:17:10,"Jon Hamms the man, cant wait to see this",0,0,Sean Murchison,lEtNIoPxcq8,0.0,2013-12-23 19:17:10,True,True
2013-12-23T19:23:42,got goosebumps...looks good,3,0,lexusfan100,lEtNIoPxcq8,0.7,2013-12-23 19:23:42,True,True
2013-12-23T19:25:09,"i don't get why people are hating on the trailer for showing they make it... of course they do! why would they make a movie where they fail? If you know history you know whats gonna happen! Spoiler the US beat the Soviets in 1980! Spoiler the nazis lose, sorry to spoil every ww2 movie ever. Its not about the ending its about the journey to get there",2,0,DirectorTurnerable,lEtNIoPxcq8,-0.640625,2013-12-23 19:25:09,True,True
2013-12-23T19:27:17,I wanna see Jon Hamm in more movies with A+ script and directors !,3,0,Guillaume Parola,lEtNIoPxcq8,0.625,2013-12-23 19:27:17,True,True
2013-12-23T19:28:21,Nice nice ,0,0,Fox Dye,lEtNIoPxcq8,0.6,2013-12-23 19:28:21,True,True
2013-12-23T19:29:33,Reminds me The Rocky of the year,0,0,Fox Dye,lEtNIoPxcq8,0.0,2013-12-23 19:29:33,True,True
2013-12-23T19:32:01,It's Pi from life of Pi !!!,1,0,Greg,lEtNIoPxcq8,0.0,2013-12-23 19:32:01,True,True
2013-12-23T19:33:40,John Hamm and Disney-*mind blown*,0,0,Tom Hanson,lEtNIoPxcq8,0.0,2013-12-23 19:33:40,True,True
2013-12-23T19:54:50,Jon Hamm!,1,0,Andrei Demeny,lEtNIoPxcq8,0.0,2013-12-23 19:54:50,True,True
2013-12-23T19:57:36,Ahhhh I'm so excited for this movie!!! ,1,1,Deepika Viswanath,lEtNIoPxcq8,0.732421875,2013-12-23 19:57:36,True,True
2013-12-23T20:00:45,Don MFN Draper!,6,0,MalcolmRandall,lEtNIoPxcq8,0.0,2013-12-23 20:00:45,True,True
2013-12-23T20:07:14,omg again? i have seen thousand movies like that... hollywood got so much money for movies but they not even trying to do somenthing good....,1,0,Tyler Durden,lEtNIoPxcq8,0.44999999999999996,2013-12-23 20:07:14,True,True
2013-12-23T20:23:44,It's going to be an amazing movie :),0,0,Johanna G.,lEtNIoPxcq8,0.55,2013-12-23 20:23:44,True,True
2013-12-23T20:30:52,Fanstastic,0,0,Joel Gujjarlapudi,lEtNIoPxcq8,0.0,2013-12-23 20:30:52,True,True
2013-12-23T21:14:33,i really dont see jon hamm in these kind of movies,0,0,Andre Cyr,lEtNIoPxcq8,0.4,2013-12-23 21:14:33,True,True
2013-12-23T21:22:54,Isn't that the brother from Slumdog Millionaire?,0,3,pemchem,lEtNIoPxcq8,0.0,2013-12-23 21:22:54,True,True
2013-12-23T21:50:37,"Sooooo basically Jerry Maguire meets Slumdog Millionaire meets Trouble With The Curve meets almost any other inspirational sports movie meets Jon Hamm.  Who we kiddin', I'd watch it.  (Not at a theater but Redbox or Netflix, sure)",20,0,spespespencer,lEtNIoPxcq8,0.16875,2013-12-23 21:50:37,True,True
