timestamp,text,like_count,reply_count,author,trailer_id,sentiment_score,datetime,used_for_model,used_for_visualization
2015-06-11T19:06:46,the man.... of steel?? :D,2,0,Jorge McDonald,CzYRlISYE8Y,1.0,2015-06-11 19:06:46,True,True
2015-06-11T19:19:50,The Man Of S.T.E.E.L. XD,4,0,Kal-El fan 49,CzYRlISYE8Y,0.0,2015-06-11 19:19:50,True,True
2015-06-11T19:20:55,The Man From K.R.Y.P.T.O.N.,380,6,The Black Kakashi,CzYRlISYE8Y,0.0,2015-06-11 19:20:55,True,True
2015-06-11T19:22:09,Song name?,0,1,Adolfo garcia,CzYRlISYE8Y,0.0,2015-06-11 19:22:09,True,True
2015-06-11T19:23:06,colboy?,0,0,Guka Tu,CzYRlISYE8Y,0.0,2015-06-11 19:23:06,True,True
2015-06-11T19:24:57,NICE,1,0,DarKos921,CzYRlISYE8Y,0.6,2015-06-11 19:24:57,True,True
2015-06-11T19:29:16,"Yup, this movie is gonna be awesome.",8,0,Big Mama,CzYRlISYE8Y,1.0,2015-06-11 19:29:16,True,True
2015-06-11T19:32:11,And sherlock holmes?,0,0,Ignacio Rodriguez,CzYRlISYE8Y,0.0,2015-06-11 19:32:11,True,True
2015-06-11T19:33:17,"This is an else worlds tale. Kal El, saving the world, one secret mission at a time.",193,6,retro,CzYRlISYE8Y,-0.4,2015-06-11 19:33:17,True,True
2015-06-11T19:52:35,*INSERT HENRY CAVILL SUPERMAN JOKE HERE*,38,0,TheSatiricalName,CzYRlISYE8Y,0.0,2015-06-11 19:52:35,True,True
2015-06-11T20:02:57,Unfunny trailer with no stars. eek.,1,2,Titan Sea,CzYRlISYE8Y,0.0,2015-06-11 20:02:57,True,True
2015-06-11T20:06:48,Anyone think that Henry Cavill would be a great James Bond?,47,2,Dark_Pinoy,CzYRlISYE8Y,0.8,2015-06-11 20:06:48,True,True
2015-06-11T20:12:50,"I mean he is superman, so he could just solve all these problems in one afternoon if he wanted to.",0,0,Ezonn,CzYRlISYE8Y,-0.3125,2015-06-11 20:12:50,True,True
2015-06-11T20:16:14,This film is going to be UNREAL,1,0,lochtelove,CzYRlISYE8Y,0.0,2015-06-11 20:16:14,True,True
2015-06-11T20:17:50,i think Clark Kent is taking this Journalism thing a little too seriously,682,6,Spadebeatz,CzYRlISYE8Y,-0.26041666666666663,2015-06-11 20:17:50,True,True
2015-06-11T20:33:50,Clark in The Man 4m U.N.C.L.E.,0,0,akib jabed,CzYRlISYE8Y,0.0,2015-06-11 20:33:50,True,True
2015-06-11T20:39:35,"2015 the year of spy movies. Kingsman, Spy, UNCLE and Spectre.",285,15,Sasiban Sopran,CzYRlISYE8Y,0.0,2015-06-11 20:39:35,True,True
2015-06-11T20:45:14,So he disguise himself as Clark but still uses his super strength?,0,0,Baldoxxx4000,CzYRlISYE8Y,0.3333333333333333,2015-06-11 20:45:14,True,True
2015-06-11T20:52:43,Saw this trailer as an ad before another video and was about to hit Skip Ad but something about it kinda drew me in. Looks good.,0,0,Thundernoob88,CzYRlISYE8Y,0.7,2015-06-11 20:52:43,True,True
2015-06-11T20:52:53,What is the name of the song? ,1,0,Flipodahippo,CzYRlISYE8Y,0.0,2015-06-11 20:52:53,True,True
2015-06-11T21:00:06,So am I the only one who thinks that this is a live action Archer movie?,108,8,Steve klick,CzYRlISYE8Y,0.07878787878787878,2015-06-11 21:00:06,True,True
2015-06-11T21:01:49,Can your fuckin ad stop repeating over and over its annoying,0,0,Melanie Sherman,CzYRlISYE8Y,-0.8,2015-06-11 21:01:49,True,True
2015-06-11T21:18:49,It is amazing how we'll be getting two Batman vs. Superman movies back to back in two consecutive years.,18,0,Martin Sevcech,CzYRlISYE8Y,0.20000000000000004,2015-06-11 21:18:49,True,True
2015-06-11T21:44:33,What is the name of the song in the beginning?? Anyone??,13,4,Scott Genrque,CzYRlISYE8Y,0.0,2015-06-11 21:44:33,True,True
2015-06-11T22:10:18,"Finally, a spy movie about the cold war.",19,0,Lydia Xavier,CzYRlISYE8Y,-0.3,2015-06-11 22:10:18,True,True
2015-06-11T22:16:19,the opening song sounds like its from Gorilaz,0,0,Alberto Hernandez,CzYRlISYE8Y,0.0,2015-06-11 22:16:19,True,True
2015-06-11T22:22:22,Funny how both Guy Ritchie and Matthew Vaughn made a spy action comedy at the sametime.,0,0,Bruno Kolic,CzYRlISYE8Y,0.175,2015-06-11 22:22:22,True,True
2015-06-11T22:24:34,Clark Kent and the Lone Ranger teaming up to save the day!,11,0,mike nillos,CzYRlISYE8Y,0.0,2015-06-11 22:24:34,True,True
2015-06-11T23:09:37, What is the name of the song in the beginning. Anyone?,1,0,Scott Genrque,CzYRlISYE8Y,0.0,2015-06-11 23:09:37,True,True
2015-06-11T23:10:17,"Also originated with Ian Fleming. From what we've seen so far, truly spectacular!",1,0,Dell Deaton,CzYRlISYE8Y,0.425,2015-06-11 23:10:17,True,True
2015-06-11T23:18:16,"Really, really looking forward to this.  I like everyone involved in this pic and I grew up watching the show with my grandmother.  Good times.  This looks fun.",0,0,ManateeAdvocate,CzYRlISYE8Y,0.39999999999999997,2015-06-11 23:18:16,True,True
2015-06-11T23:23:11,Looks good 😜,0,0,only257,CzYRlISYE8Y,0.7,2015-06-11 23:23:11,True,True
2015-06-11T23:31:11,I am going. Definitely going.,0,0,Taylor Hemphill,CzYRlISYE8Y,0.0,2015-06-11 23:31:11,True,True
2015-06-11T23:36:16,Man hells yeah,0,0,tigerwilliams10,CzYRlISYE8Y,0.0,2015-06-11 23:36:16,True,True
2015-06-11T23:41:23,ZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZ,0,0,dwill123,CzYRlISYE8Y,0.0,2015-06-11 23:41:23,True,True
2015-06-12T00:21:06,this film look great,0,0,dbJoker,CzYRlISYE8Y,0.8,2015-06-12 00:21:06,True,True
2015-06-12T00:21:19,I do hope they slip in the original theme tune at some point.,1,0,Derek Smallshorts,CzYRlISYE8Y,0.375,2015-06-12 00:21:19,True,True
2015-06-12T01:24:28,This is literally Archer. Let that sink for a bit. Then smile.,0,0,Conundrum,CzYRlISYE8Y,0.3,2015-06-12 01:24:28,True,True
2015-06-12T01:36:22,oque qui o henry cavil tá fazendo ai ? vai fazer liga da justiça seu animal <3,0,0,PetterMan DhO,CzYRlISYE8Y,1.0,2015-06-12 01:36:22,True,True
2015-06-12T01:52:30,1:34 Song please?,0,1,aveiz100,CzYRlISYE8Y,0.0,2015-06-12 01:52:30,True,True
2015-06-12T02:23:07,"Awesome, this is actually a movie I'm really looking forward to and have a feeling this will be fun. Btw why arnt anyone making Sherlock 3, first time I saw a hit franchise not getting a part 3 after national treasure series. ",0,0,nali007,CzYRlISYE8Y,0.35,2015-06-12 02:23:07,True,True
2015-06-12T02:39:56,i wonder how many necks he will snap in this movie?,54,14,Robb Stark,CzYRlISYE8Y,0.5,2015-06-12 02:39:56,True,True
2015-06-12T02:50:55,i fuckin love Guy Ritchie,0,0,Tiny rick,CzYRlISYE8Y,0.5,2015-06-12 02:50:55,True,True
2015-06-12T04:00:17,Alicia Vikander is my 2015 infatuation so this movie has already made it on to the must see list for me. Make trailers anyway!,9,0,OcihEvE,CzYRlISYE8Y,0.0,2015-06-12 04:00:17,True,True
2015-06-12T05:37:15,"Uhh ... ..WHY don't we get Guy Richie to direct the next 007 flick....????  .From the looks of things past (RocknRolla) and things to come (The Man From U.N.C.L.E.) he'd be STELLAR at it ~ ANND, ..perhaps he'd help ""tighten up"" the ship.",0,0,Aritosthenes,CzYRlISYE8Y,0.025,2015-06-12 05:37:15,True,True
2015-06-12T06:38:19,CAN'T WAIT FOR THIS!!!!!,0,0,Madara TV,CzYRlISYE8Y,0.0,2015-06-12 06:38:19,True,True
2015-06-12T07:53:42,U.N.C.L.E. stands for the United Network Command for Law and Enforcement. For more UNCLE fun and adventure join us at : https://www.facebook.com/groups/369560823208688/,1,0,robert short,CzYRlISYE8Y,0.4,2015-06-12 07:53:42,True,True
2015-06-12T08:09:15,Love the original.  This looks refreshing and quite good.,0,0,Brisco Llama,CzYRlISYE8Y,0.51875,2015-06-12 08:09:15,True,True
2015-06-12T08:12:09,'more bond than bond' :),14,4,chrisdavidi,CzYRlISYE8Y,0.5,2015-06-12 08:12:09,True,True
2015-06-12T08:55:57,"what's the name of both songs in the trailer? And can you not go with Darude - Sandstorm, please? This isn't funny anymore",0,5,EarthDownTo,CzYRlISYE8Y,0.25,2015-06-12 08:55:57,True,True
2015-06-12T08:59:34,This is gonna be good. Great. and... JUST DOO ITT!!! (Shia was in the suggested videos...),0,0,Matt Chan,CzYRlISYE8Y,0.85,2015-06-12 08:59:34,True,True
2015-06-12T10:10:22,. You wanna fight SUPERMAN without KRYPTONITE?! you don't have brains...,3,0,Daniel Silva,CzYRlISYE8Y,0.0,2015-06-12 10:10:22,True,True
2015-06-12T10:11:00,. tô doido pra ver esse filme... é o henry SUPERMAN porra!!,0,0,Daniel Silva,CzYRlISYE8Y,0.0,2015-06-12 10:11:00,True,True
2015-06-12T11:11:47,"Not going to lie, I won't be surprised if this bombs.",0,0,Chris Cecena,CzYRlISYE8Y,0.1,2015-06-12 11:11:47,True,True
2015-06-12T11:59:55,Name of song please,1,2,Kung Fu Kenny,CzYRlISYE8Y,0.0,2015-06-12 11:59:55,True,True
2015-06-12T12:05:19,Henry Cavil the next Bond.,13,1,kevnev007,CzYRlISYE8Y,0.0,2015-06-12 12:05:19,True,True
2015-06-12T12:50:49,UGH!!!  Where's the THEME dang it!!!!!!!!,0,0,Lexington73300,CzYRlISYE8Y,0.0,2015-06-12 12:50:49,True,True
2015-06-12T12:58:47,Great. So proud to got the chance to work on this movie during my practical experience.,0,0,benbuc,CzYRlISYE8Y,0.8,2015-06-12 12:58:47,True,True
2015-06-12T13:30:48,Didnt notice the b.g music #FeelinGood  Gosh! Henry cavill really looks like Matt Bomer in this movie..love them both Cant wait to watch it here in philippines,0,0,Dheyb Cee,CzYRlISYE8Y,0.2,2015-06-12 13:30:48,True,True
2015-06-12T14:07:51,хуй хуй,0,0,BFM74,CzYRlISYE8Y,0.0,2015-06-12 14:07:51,True,True
